State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
California,Los Angeles,6,37,11-07-2008,81,Moderate,PM2.5,06-037-1103,16
California,Los Angeles,6,37,12-07-2008,101,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,13-07-2008,100,Moderate,Ozone,06-037-9033,15
California,Los Angeles,6,37,14-07-2008,100,Moderate,Ozone,06-037-9033,16
California,Los Angeles,6,37,15-07-2008,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
California,Los Angeles,6,37,16-07-2008,140,Unhealthy for Sensitive Groups,Ozone,06-037-6012,15
California,Los Angeles,6,37,17-07-2008,179,Unhealthy,Ozone,06-037-6012,16
California,Los Angeles,6,37,18-07-2008,187,Unhealthy,Ozone,06-037-6012,15
California,Los Angeles,6,37,19-07-2008,159,Unhealthy,Ozone,06-037-6012,15
California,Los Angeles,6,37,20-07-2008,108,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
California,Los Angeles,6,37,21-07-2008,87,Moderate,Ozone,06-037-9033,15
California,Los Angeles,6,37,22-07-2008,101,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,23-07-2008,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
California,Los Angeles,6,37,24-07-2008,192,Unhealthy,Ozone,06-037-9033,14
California,Los Angeles,6,37,25-07-2008,161,Unhealthy,Ozone,06-037-6012,15
California,Los Angeles,6,37,26-07-2008,122,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
California,Los Angeles,6,37,27-07-2008,112,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
California,Los Angeles,6,37,28-07-2008,100,Moderate,Ozone,06-037-9033,15
California,Los Angeles,6,37,29-07-2008,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
California,Los Angeles,6,37,30-07-2008,150,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
California,Los Angeles,6,37,31-07-2008,177,Unhealthy,Ozone,06-037-6012,15
California,Los Angeles,6,37,01-08-2008,192,Unhealthy,Ozone,06-037-6012,16
California,Los Angeles,6,37,02-08-2008,227,Very Unhealthy,Ozone,06-037-6012,15
California,Los Angeles,6,37,03-08-2008,177,Unhealthy,Ozone,06-037-6012,15
California,Los Angeles,6,37,04-08-2008,84,Moderate,Ozone,06-037-6012,16
California,Los Angeles,6,37,05-08-2008,100,Moderate,Ozone,06-037-6012,15
California,Los Angeles,6,37,06-08-2008,71,Moderate,Ozone,06-037-6012,15
California,Los Angeles,6,37,07-08-2008,80,Moderate,Ozone,06-037-0016,16
California,Los Angeles,6,37,08-08-2008,55,Moderate,PM2.5,06-037-0016,15
California,Los Angeles,6,37,09-08-2008,67,Moderate,Ozone,06-037-1701,15
California,Los Angeles,6,37,10-08-2008,119,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
California,Los Angeles,6,37,11-08-2008,119,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
California,Los Angeles,6,37,12-08-2008,177,Unhealthy,Ozone,06-037-6012,15
California,Los Angeles,6,37,13-08-2008,169,Unhealthy,Ozone,06-037-1201,16
California,Los Angeles,6,37,14-08-2008,190,Unhealthy,Ozone,06-037-6012,15
California,Los Angeles,6,37,15-08-2008,174,Unhealthy,Ozone,06-037-9033,15
California,Los Angeles,6,37,16-08-2008,147,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
California,Los Angeles,6,37,17-08-2008,133,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,18-08-2008,74,Moderate,Ozone,06-037-6012,15
California,Los Angeles,6,37,19-08-2008,60,Moderate,PM2.5,06-037-0016,16
California,Los Angeles,6,37,20-08-2008,112,Unhealthy for Sensitive Groups,Ozone,06-037-6012,15
California,Los Angeles,6,37,21-08-2008,140,Unhealthy for Sensitive Groups,Ozone,06-037-6012,15
California,Los Angeles,6,37,22-08-2008,101,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
California,Los Angeles,6,37,23-08-2008,126,Unhealthy for Sensitive Groups,Ozone,06-037-1701,15
California,Los Angeles,6,37,24-08-2008,200,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,25-08-2008,151,Unhealthy,Ozone,06-037-6012,16
California,Los Angeles,6,37,26-08-2008,90,Moderate,Ozone,06-037-9033,15
California,Los Angeles,6,37,27-08-2008,136,Unhealthy for Sensitive Groups,Ozone,06-037-6012,15
California,Los Angeles,6,37,28-08-2008,150,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
California,Los Angeles,6,37,29-08-2008,101,Unhealthy for Sensitive Groups,Ozone,06-037-6012,15
California,Los Angeles,6,37,30-08-2008,143,Unhealthy for Sensitive Groups,Ozone,06-037-6012,15
California,Los Angeles,6,37,31-08-2008,58,Moderate,Ozone,06-037-9033,16
California,Los Angeles,6,37,01-09-2008,87,Moderate,Ozone,06-037-6012,15
California,Los Angeles,6,37,02-09-2008,84,Moderate,Ozone,06-037-0016,15
California,Los Angeles,6,37,03-09-2008,87,Moderate,Ozone,06-037-6012,16
California,Los Angeles,6,37,04-09-2008,80,Moderate,Ozone,06-037-0016,15
California,Los Angeles,6,37,05-09-2008,105,Unhealthy for Sensitive Groups,Ozone,06-037-6012,15
California,Los Angeles,6,37,06-09-2008,172,Unhealthy,Ozone,06-037-6012,16
California,Los Angeles,6,37,07-09-2008,195,Unhealthy,Ozone,06-037-6012,15
California,Los Angeles,6,37,08-09-2008,100,Moderate,Ozone,06-037-6012,15
California,Los Angeles,6,37,09-09-2008,80,Moderate,Ozone,06-037-9033,16
California,Los Angeles,6,37,10-09-2008,72,Moderate,PM2.5,06-037-0016,15
California,Los Angeles,6,37,11-09-2008,69,Moderate,PM2.5,06-037-0016,15
California,Los Angeles,6,37,12-09-2008,89,Moderate,PM2.5,06-037-0016,16
California,Los Angeles,6,37,13-09-2008,164,Unhealthy,Ozone,06-037-6012,15
California,Los Angeles,6,37,14-09-2008,177,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,15-09-2008,115,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
California,Los Angeles,6,37,16-09-2008,93,Moderate,Ozone,06-037-9033,15
California,Los Angeles,6,37,17-09-2008,74,Moderate,PM2.5,06-037-0016,15
California,Los Angeles,6,37,18-09-2008,84,Moderate,Ozone,06-037-6012,16
California,Los Angeles,6,37,19-09-2008,55,Moderate,PM2.5,06-037-0016,15
California,Los Angeles,6,37,20-09-2008,48,Good,Ozone,06-037-9033,15
California,Los Angeles,6,37,21-09-2008,80,Moderate,Ozone,06-037-9033,16
California,Los Angeles,6,37,22-09-2008,74,Moderate,Ozone,06-037-6012,15
California,Los Angeles,6,37,23-09-2008,77,Moderate,Ozone,06-037-9033,15
California,Los Angeles,6,37,24-09-2008,81,Moderate,NO2,06-037-1103,16
California,Los Angeles,6,37,25-09-2008,71,Moderate,NO2,06-037-1602,15
California,Los Angeles,6,37,26-09-2008,65,Moderate,NO2,06-037-1103,15
California,Los Angeles,6,37,27-09-2008,93,Moderate,Ozone,06-037-0016,16
California,Los Angeles,6,37,28-09-2008,101,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,29-09-2008,83,Moderate,NO2,06-037-1701,15
California,Los Angeles,6,37,30-09-2008,101,Unhealthy for Sensitive Groups,NO2,06-037-1301,16
California,Los Angeles,6,37,01-10-2008,108,Unhealthy for Sensitive Groups,Ozone,06-037-0113,15
California,Los Angeles,6,37,02-10-2008,64,Moderate,NO2,06-037-1701,15
California,Los Angeles,6,37,03-10-2008,52,Moderate,PM2.5,06-037-1103,16
California,Los Angeles,6,37,04-10-2008,39,Good,NO2,06-037-1701,15
California,Los Angeles,6,37,05-10-2008,54,Moderate,Ozone,06-037-6012,15
California,Los Angeles,6,37,06-10-2008,58,Moderate,Ozone,06-037-6012,16
California,Los Angeles,6,37,07-10-2008,69,Moderate,NO2,06-037-0113,15
California,Los Angeles,6,37,08-10-2008,87,Moderate,NO2,06-037-1002,15
California,Los Angeles,6,37,09-10-2008,97,Moderate,Ozone,06-037-6012,16
California,Los Angeles,6,37,10-10-2008,60,Moderate,PM2.5,06-037-0016,15
California,Los Angeles,6,37,11-10-2008,42,Good,NO2,06-037-1701,15
California,Los Angeles,6,37,12-10-2008,44,Good,Ozone,06-037-1002,16
California,Los Angeles,6,37,13-10-2008,85,Moderate,PM10,06-037-4002,15
California,Los Angeles,6,37,14-10-2008,79,Moderate,NO2,06-037-1002,15
California,Los Angeles,6,37,15-10-2008,64,Moderate,NO2,06-037-1301,16
California,Los Angeles,6,37,16-10-2008,72,Moderate,NO2,06-037-1301,15
California,Los Angeles,6,37,17-10-2008,91,Moderate,NO2,06-037-4002,15
California,Los Angeles,6,37,18-10-2008,71,Moderate,Ozone,06-037-6012,16
California,Los Angeles,6,37,19-10-2008,62,Moderate,PM2.5,06-037-0016,15
California,Los Angeles,6,37,20-10-2008,91,Moderate,PM2.5,06-037-0016,15
California,Los Angeles,6,37,21-10-2008,99,Moderate,NO2,06-037-1701,16
California,Los Angeles,6,37,22-10-2008,104,Unhealthy for Sensitive Groups,NO2,06-037-1301,15
California,Los Angeles,6,37,23-10-2008,58,Moderate,NO2,06-037-1701,15
California,Los Angeles,6,37,24-10-2008,80,Moderate,NO2,06-037-0113,16
California,Los Angeles,6,37,25-10-2008,100,Moderate,Ozone,06-037-6012,15
California,Los Angeles,6,37,26-10-2008,151,Unhealthy,Ozone,06-037-1201,15
California,Los Angeles,6,37,27-10-2008,100,Moderate,NO2,06-037-4002,16
California,Los Angeles,6,37,28-10-2008,101,Unhealthy for Sensitive Groups,NO2,06-037-1301,15
California,Los Angeles,6,37,29-10-2008,95,Moderate,NO2,06-037-1002,15
California,Los Angeles,6,37,30-10-2008,64,Moderate,NO2,06-037-1701,16
California,Los Angeles,6,37,31-10-2008,60,Moderate,NO2,06-037-1701,15
California,Los Angeles,6,37,01-11-2008,57,Moderate,NO2,06-037-1602,15
California,Los Angeles,6,37,02-11-2008,37,Good,PM2.5,06-037-1103,16
California,Los Angeles,6,37,03-11-2008,45,Good,PM2.5,06-037-6012,15
California,Los Angeles,6,37,04-11-2008,38,Good,NO2,06-037-1103,15
California,Los Angeles,6,37,05-11-2008,46,Good,NO2,06-037-1701,17
California,Los Angeles,6,37,06-11-2008,83,Moderate,NO2,06-037-1602,15
California,Los Angeles,6,37,07-11-2008,99,Moderate,NO2,06-037-1602,15
California,Los Angeles,6,37,08-11-2008,63,Moderate,NO2,06-037-4002,16
California,Los Angeles,6,37,09-11-2008,37,Good,Ozone,06-037-6012,15
California,Los Angeles,6,37,10-11-2008,42,Good,NO2,06-037-4002,15
California,Los Angeles,6,37,11-11-2008,58,Moderate,NO2,06-037-4002,16
California,Los Angeles,6,37,12-11-2008,81,Moderate,NO2,06-037-0002,15
California,Los Angeles,6,37,13-11-2008,102,Unhealthy for Sensitive Groups,NO2,06-037-1002,15
California,Los Angeles,6,37,14-11-2008,106,Unhealthy for Sensitive Groups,NO2,06-037-4002,16
California,Los Angeles,6,37,15-11-2008,112,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,15
California,Los Angeles,6,37,16-11-2008,163,Unhealthy,PM2.5,06-037-1103,15
California,Los Angeles,6,37,17-11-2008,116,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,16
California,Los Angeles,6,37,18-11-2008,92,Moderate,PM2.5,06-037-4004,15
California,Los Angeles,6,37,19-11-2008,103,Unhealthy for Sensitive Groups,NO2,06-037-1103,15
California,Los Angeles,6,37,20-11-2008,106,Unhealthy for Sensitive Groups,PM2.5,06-037-1602,15
California,Los Angeles,6,37,21-11-2008,108,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,15
California,Los Angeles,6,37,22-11-2008,109,Unhealthy for Sensitive Groups,PM2.5,06-037-4002,15
California,Los Angeles,6,37,23-11-2008,144,Unhealthy for Sensitive Groups,PM2.5,06-037-0002,16
California,Los Angeles,6,37,24-11-2008,82,Moderate,PM2.5,06-037-1103,15
California,Los Angeles,6,37,25-11-2008,63,Moderate,PM2.5,06-037-6012,15
California,Los Angeles,6,37,26-11-2008,48,Good,PM2.5,06-037-6012,16
California,Los Angeles,6,37,27-11-2008,53,Moderate,PM2.5,06-037-6012,15
California,Los Angeles,6,37,28-11-2008,67,Moderate,PM2.5,06-037-1103,15
California,Los Angeles,6,37,29-11-2008,90,Moderate,PM2.5,06-037-1103,16
California,Los Angeles,6,37,30-11-2008,95,Moderate,PM2.5,06-037-1103,15
California,Los Angeles,6,37,01-12-2008,105,Unhealthy for Sensitive Groups,NO2,06-037-1103,15
California,Los Angeles,6,37,02-12-2008,152,Unhealthy,PM2.5,06-037-1103,16
California,Los Angeles,6,37,03-12-2008,153,Unhealthy,PM2.5,06-037-1103,15
California,Los Angeles,6,37,04-12-2008,134,Unhealthy for Sensitive Groups,PM2.5,06-037-0016,15
California,Los Angeles,6,37,05-12-2008,92,Moderate,PM2.5,06-037-4002,16
California,Los Angeles,6,37,06-12-2008,53,Moderate,NO2,06-037-4002,15
California,Los Angeles,6,37,07-12-2008,60,Moderate,PM2.5,06-037-0016,15
California,Los Angeles,6,37,08-12-2008,69,Moderate,PM2.5,06-037-6012,16
California,Los Angeles,6,37,09-12-2008,55,Moderate,PM2.5,06-037-0016,15
California,Los Angeles,6,37,10-12-2008,46,Good,NO2,06-037-1002,15
California,Los Angeles,6,37,11-12-2008,73,Moderate,NO2,06-037-4002,16
California,Los Angeles,6,37,12-12-2008,76,Moderate,PM2.5,06-037-4002,15
California,Los Angeles,6,37,13-12-2008,54,Moderate,PM2.5,06-037-6012,15
California,Los Angeles,6,37,14-12-2008,38,Good,PM2.5,06-037-1201,16
California,Los Angeles,6,37,15-12-2008,60,Moderate,NO2,06-037-0002,15
California,Los Angeles,6,37,16-12-2008,56,Moderate,PM2.5,06-037-4002,15
California,Los Angeles,6,37,17-12-2008,64,Moderate,NO2,06-037-1701,15
California,Los Angeles,6,37,18-12-2008,86,Moderate,NO2,06-037-0002,14
California,Los Angeles,6,37,19-12-2008,69,Moderate,PM2.5,06-037-4002,14
California,Los Angeles,6,37,20-12-2008,88,Moderate,PM2.5,06-037-1103,15
California,Los Angeles,6,37,21-12-2008,76,Moderate,PM2.5,06-037-4004,15
California,Los Angeles,6,37,22-12-2008,75,Moderate,PM2.5,06-037-4002,15
California,Los Angeles,6,37,23-12-2008,56,Moderate,PM2.5,06-037-1201,15
California,Los Angeles,6,37,24-12-2008,57,Moderate,PM2.5,06-037-6012,15
California,Los Angeles,6,37,25-12-2008,36,Good,Ozone,06-037-9033,15
California,Los Angeles,6,37,26-12-2008,54,Moderate,PM2.5,06-037-1103,16
California,Los Angeles,6,37,27-12-2008,59,Moderate,PM2.5,06-037-4002,15
California,Los Angeles,6,37,28-12-2008,52,Moderate,PM2.5,06-037-4004,15
California,Los Angeles,6,37,29-12-2008,55,Moderate,PM2.5,06-037-4004,16
California,Los Angeles,6,37,30-12-2008,71,Moderate,PM2.5,06-037-4004,15
California,Los Angeles,6,37,31-12-2008,125,Unhealthy for Sensitive Groups,PM2.5,06-037-4002,15
California,Los Angeles,6,37,01-01-2009,160,Unhealthy,PM2.5,06-037-1002,16
California,Los Angeles,6,37,02-01-2009,153,Unhealthy,PM2.5,06-037-1103,15
California,Los Angeles,6,37,03-01-2009,101,Unhealthy for Sensitive Groups,PM2.5,06-037-1002,15
California,Los Angeles,6,37,04-01-2009,72,Moderate,PM2.5,06-037-4004,16
California,Los Angeles,6,37,05-01-2009,59,Moderate,PM2.5,06-037-1002,15
California,Los Angeles,6,37,06-01-2009,85,Moderate,PM2.5,06-037-1002,15
California,Los Angeles,6,37,07-01-2009,106,Unhealthy for Sensitive Groups,PM2.5,06-037-1002,16
California,Los Angeles,6,37,08-01-2009,103,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,15
California,Los Angeles,6,37,09-01-2009,127,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,15
California,Los Angeles,6,37,10-01-2009,81,Moderate,PM2.5,06-037-1302,16
California,Los Angeles,6,37,11-01-2009,64,Moderate,PM2.5,06-037-4004,15
California,Los Angeles,6,37,12-01-2009,76,Moderate,NO2,06-037-5005,15
California,Los Angeles,6,37,13-01-2009,78,Moderate,NO2,06-037-1302,16
California,Los Angeles,6,37,14-01-2009,69,Moderate,NO2,06-037-5005,15
California,Los Angeles,6,37,15-01-2009,67,Moderate,NO2,06-037-5005,15
California,Los Angeles,6,37,16-01-2009,73,Moderate,PM2.5,06-037-1302,16
California,Los Angeles,6,37,17-01-2009,55,Moderate,PM2.5,06-037-1002,15
California,Los Angeles,6,37,18-01-2009,43,Good,PM2.5,06-037-1002,15
California,Los Angeles,6,37,19-01-2009,60,Moderate,NO2,06-037-1002,16
California,Los Angeles,6,37,20-01-2009,61,Moderate,NO2,06-037-4002,15
California,Los Angeles,6,37,21-01-2009,66,Moderate,PM2.5,06-037-4004,15
California,Los Angeles,6,37,22-01-2009,76,Moderate,PM2.5,06-037-1302,16
California,Los Angeles,6,37,23-01-2009,57,Moderate,PM2.5,06-037-1002,15
California,Los Angeles,6,37,24-01-2009,36,Good,PM2.5,06-037-1002,15
California,Los Angeles,6,37,25-01-2009,46,Good,PM2.5,06-037-1103,16
California,Los Angeles,6,37,26-01-2009,36,Good,Ozone,06-037-9033,15
California,Los Angeles,6,37,27-01-2009,49,Good,PM2.5,06-037-1002,15
California,Los Angeles,6,37,28-01-2009,56,Moderate,PM2.5,06-037-4002,16
California,Los Angeles,6,37,29-01-2009,68,Moderate,NO2,06-037-1302,15
California,Los Angeles,6,37,30-01-2009,62,Moderate,NO2,06-037-1302,15
California,Los Angeles,6,37,31-01-2009,54,Moderate,PM2.5,06-037-1002,16
California,Los Angeles,6,37,01-02-2009,80,Moderate,PM2.5,06-037-1103,15
California,Los Angeles,6,37,02-02-2009,58,Moderate,PM2.5,06-037-1002,15
California,Los Angeles,6,37,03-02-2009,59,Moderate,PM2.5,06-037-4004,16
California,Los Angeles,6,37,04-02-2009,67,Moderate,NO2,06-037-1302,15
California,Los Angeles,6,37,05-02-2009,44,Good,PM2.5,06-037-6012,14
California,Los Angeles,6,37,06-02-2009,36,Good,Ozone,06-037-5005,15
California,Los Angeles,6,37,07-02-2009,34,Good,Ozone,06-037-5005,14
California,Los Angeles,6,37,08-02-2009,39,Good,PM2.5,06-037-1103,14
California,Los Angeles,6,37,09-02-2009,46,Good,NO2,06-037-0002,14
California,Los Angeles,6,37,10-02-2009,40,Good,NO2,06-037-1302,14
California,Los Angeles,6,37,11-02-2009,61,Moderate,PM2.5,06-037-1002,15
California,Los Angeles,6,37,12-02-2009,40,Good,Ozone,06-037-9033,16
California,Los Angeles,6,37,13-02-2009,49,Good,PM2.5,06-037-1002,15
California,Los Angeles,6,37,14-02-2009,58,Moderate,PM2.5,06-037-4002,15
California,Los Angeles,6,37,15-02-2009,74,Moderate,PM2.5,06-037-1002,15
California,Los Angeles,6,37,16-02-2009,40,Good,Ozone,06-037-9033,15
California,Los Angeles,6,37,17-02-2009,40,Good,Ozone,06-037-9033,15
California,Los Angeles,6,37,18-02-2009,48,Good,PM2.5,06-037-1002,16
California,Los Angeles,6,37,19-02-2009,53,Moderate,PM2.5,06-037-1002,15
California,Los Angeles,6,37,20-02-2009,52,Moderate,NO2,06-037-1002,15
California,Los Angeles,6,37,21-02-2009,72,Moderate,PM2.5,06-037-1302,16
California,Los Angeles,6,37,22-02-2009,81,Moderate,PM2.5,06-037-1002,15
California,Los Angeles,6,37,23-02-2009,75,Moderate,PM2.5,06-037-1002,15
California,Los Angeles,6,37,24-02-2009,62,Moderate,PM2.5,06-037-1602,16
California,Los Angeles,6,37,25-02-2009,58,Moderate,PM2.5,06-037-0016,15
California,Los Angeles,6,37,26-02-2009,63,Moderate,PM2.5,06-037-0016,15
California,Los Angeles,6,37,27-02-2009,76,Moderate,PM2.5,06-037-1002,16
California,Los Angeles,6,37,28-02-2009,61,Moderate,PM2.5,06-037-4002,15
California,Los Angeles,6,37,01-03-2009,67,Moderate,Ozone,06-037-1002,15
California,Los Angeles,6,37,02-03-2009,61,Moderate,PM2.5,06-037-1602,16
California,Los Angeles,6,37,03-03-2009,46,Good,Ozone,06-037-9033,15
California,Los Angeles,6,37,04-03-2009,51,Moderate,PM2.5,06-037-1201,15
California,Los Angeles,6,37,05-03-2009,44,Good,Ozone,06-037-9033,16
California,Los Angeles,6,37,06-03-2009,52,Moderate,PM2.5,06-037-1201,15
California,Los Angeles,6,37,07-03-2009,58,Moderate,PM2.5,06-037-1201,15
California,Los Angeles,6,37,08-03-2009,66,Moderate,PM2.5,06-037-1201,16
California,Los Angeles,6,37,09-03-2009,54,Moderate,PM2.5,06-037-1201,15
California,Los Angeles,6,37,10-03-2009,52,Moderate,PM2.5,06-037-1103,15
California,Los Angeles,6,37,11-03-2009,64,Moderate,PM2.5,06-037-1201,16
California,Los Angeles,6,37,12-03-2009,67,Moderate,Ozone,06-037-9033,15
California,Los Angeles,6,37,13-03-2009,70,Moderate,PM2.5,06-037-1103,15
California,Los Angeles,6,37,14-03-2009,93,Moderate,PM2.5,06-037-1201,16
California,Los Angeles,6,37,15-03-2009,64,Moderate,PM2.5,06-037-6012,15
California,Los Angeles,6,37,16-03-2009,70,Moderate,PM2.5,06-037-1103,15
California,Los Angeles,6,37,17-03-2009,79,Moderate,PM2.5,06-037-1602,16
California,Los Angeles,6,37,18-03-2009,83,Moderate,PM2.5,06-037-1103,15
California,Los Angeles,6,37,19-03-2009,153,Unhealthy,PM2.5,06-037-1103,15
California,Los Angeles,6,37,20-03-2009,148,Unhealthy for Sensitive Groups,PM2.5,06-037-1201,16
California,Los Angeles,6,37,21-03-2009,83,Moderate,PM2.5,06-037-6012,15
California,Los Angeles,6,37,22-03-2009,50,Good,Ozone,06-037-9033,15
California,Los Angeles,6,37,23-03-2009,61,Moderate,Ozone,06-037-9033,16
California,Los Angeles,6,37,24-03-2009,61,Moderate,NO2,06-037-1103,15
California,Los Angeles,6,37,25-03-2009,71,Moderate,Ozone,06-037-9033,14
California,Los Angeles,6,37,26-03-2009,93,Moderate,PM2.5,06-037-6012,16
California,Los Angeles,6,37,27-03-2009,68,Moderate,PM2.5,06-037-1103,15
California,Los Angeles,6,37,28-03-2009,93,Moderate,Ozone,06-037-1002,15
California,Los Angeles,6,37,29-03-2009,76,Moderate,PM2.5,06-037-1201,16
California,Los Angeles,6,37,30-03-2009,67,Moderate,Ozone,06-037-9033,15
California,Los Angeles,6,37,31-03-2009,80,Moderate,Ozone,06-037-9033,15
California,Los Angeles,6,37,01-04-2009,76,Moderate,PM2.5,06-037-1002,16
California,Los Angeles,6,37,02-04-2009,77,Moderate,Ozone,06-037-9033,15
California,Los Angeles,6,37,03-04-2009,67,Moderate,Ozone,06-037-9033,15
California,Los Angeles,6,37,04-04-2009,77,Moderate,Ozone,06-037-9033,16
California,Los Angeles,6,37,05-04-2009,87,Moderate,Ozone,06-037-1002,15
California,Los Angeles,6,37,06-04-2009,67,Moderate,Ozone,06-037-9033,15
California,Los Angeles,6,37,07-04-2009,61,Moderate,Ozone,06-037-9033,16
California,Los Angeles,6,37,08-04-2009,47,Good,Ozone,06-037-9033,15
California,Los Angeles,6,37,09-04-2009,54,Moderate,PM2.5,06-037-1201,15
California,Los Angeles,6,37,10-04-2009,56,Moderate,PM2.5,06-037-6012,16
California,Los Angeles,6,37,11-04-2009,55,Moderate,PM2.5,06-037-1002,15
California,Los Angeles,6,37,12-04-2009,67,Moderate,Ozone,06-037-1002,15
